t,mag
49953.973,1.014
49953.993,1.011
49954.013,1.002
49954.033,1.006
49954.053,1.005
49954.073,1.004
49954.093,1.007
49954.113,1.003
49954.133,1.003
49954.153,1.006
49954.173,1.004
49954.193,1.007
49954.213,1.003
49954.233,1.007
49954.253,1.005
49954.273,1.001
49954.293,1.006
49954.313,1.005
49954.333,1.005
49954.353,1.004
49954.373,1.003
49954.393,1.003
49954.413,1.004
49954.433,1.004
49954.453,1.002
49954.473,1.003
49954.493,1.005
49954.513,1.007
49954.533,1.004
49954.553,1.004
49954.573,1.006
49954.593,1.004
49954.613,1.004
49954.633,1.002
49954.653,1.004
49954.673,1.002
49954.693,1.001
49954.713,1.003
49954.733,1.006
49954.753,1.004
49954.773,1.004
49954.793,1.004
49954.813,1.006
49954.833,1.004
49954.853,1.004
49954.873,1.003
49954.893,1.004
49954.913,1.004
49954.933,1.006
49954.953,1.005
49954.973,1.005
49954.993,1.004
49955.013,1.002
49955.033,1.002
49955.053,1.003
49955.073,1.005
49955.093,1.002
49955.113,1.005
49955.133,1.006
49955.153,1.003
49955.173,1.008
49955.193,1.003
49955.213,1.004
49955.233,1.004
49955.253,1.007
49955.273,1.003
49955.293,1.006
49955.313,1.003
49955.333,1.007
49955.353,1.006
49955.373,1.003
49955.393,1.003
49955.413,1.004
49955.433,1.004
49955.453,1.001
49955.473,1.003
49955.493,1.005
49955.513,1.004
49955.533,1.003
49955.553,1.006
49955.573,1.002
49955.593,1.005
49955.613,1.005
49955.633,1.004
49955.653,1.001
49955.673,1.003
49955.693,1.005
49955.713,1.007
49955.733,1.003
49955.753,1.001
49955.773,1.004
49955.793,1.000
49955.813,1.001
49955.833,1.006
49955.853,1.004
49955.873,1.002
49955.893,1.006
49955.913,1.007
49955.933,1.003
49955.953,1.006
49955.973,1.005
49955.993,1.003
49956.013,1.004
49956.033,1.002
49956.053,1.008
49956.073,1.005
49956.093,1.005
49956.113,1.002
49956.133,1.004
49956.153,1.006
49956.173,1.002
49956.193,1.005
49956.213,1.006
49956.233,1.002
49956.253,1.004
49956.273,1.003
49956.293,1.004
49956.313,1.004
49956.333,1.004
49956.353,1.004
49956.373,1.007
49956.393,1.005
49956.413,1.004
49956.433,1.004
49956.453,1.004
49956.473,1.005
49956.493,1.004
49956.513,1.004
49956.533,1.005
49956.553,1.004
49956.573,1.005
49956.593,1.004
49956.613,1.004
49956.633,1.004
49956.653,1.004
49956.673,1.005
49956.693,1.004
49956.713,1.003
49956.733,1.007
49956.753,1.004
49956.773,1.003
49956.793,1.004
49956.813,1.003
49956.833,1.003
49956.853,1.003
49956.873,1.005
49956.893,1.004
49956.913,1.006
49956.933,1.006
49956.953,1.003
49956.973,1.004
49956.993,1.006
49957.013,1.002
49957.033,1.003
49957.053,1.007
49957.073,1.000
49957.093,1.003
49957.113,1.006
49957.133,1.001
49957.153,1.005
49957.173,1.004
49957.193,1.000
49957.213,1.007
49957.233,1.004
49957.253,1.003
49957.273,1.005
49957.293,1.004
49957.313,1.007
49957.333,1.003
49957.353,1.002
49957.373,1.005
49957.393,1.002
49957.413,1.005
49957.433,1.004
49957.453,1.004
49957.473,1.003
49957.493,1.000
49957.513,1.005
49957.533,1.006
49957.553,1.001
49957.573,1.004
49957.593,1.003
49957.613,1.006
49957.633,1.002
49957.653,1.006
49957.673,1.008
49957.693,1.003
49957.713,1.005
49957.733,1.004
49957.753,1.002
49957.773,1.005
49957.793,1.004
49957.813,1.005
49957.833,1.004
49957.853,1.005
49957.873,1.004
49957.893,1.005
49957.913,1.005
49957.933,1.004
49957.953,1.002
49957.973,1.005
49957.993,1.003
49958.013,1.003
49958.033,1.007
49958.053,1.004
49958.073,1.002
49958.093,1.005
49958.113,1.003
49958.133,1.003
49958.153,1.004
49958.173,1.005
49958.193,1.005
49958.213,1.004
49958.233,1.003
49958.253,1.002
49958.273,1.005
49958.293,1.008
49958.313,1.003
49958.333,1.005
49958.353,1.005
49958.373,1.005
49958.393,1.002
49958.413,1.006
49958.433,1.002
49958.453,1.003
49958.473,1.006
49958.493,1.006
49958.513,1.003
49958.533,1.003
49958.553,1.014
49958.573,0.998
49958.593,1.002
49958.613,1.000
49958.633,0.998
49958.653,1.012
49958.673,1.002
49958.693,0.998
49958.713,1.001
49958.733,1.001
49958.753,1.001
49958.773,1.010
49958.793,1.000
49958.813,1.004
49958.833,1.010
49958.853,1.004
49958.873,1.006
49958.893,1.007
49958.913,1.005
49958.933,1.002
49958.953,1.005
49958.973,1.005
49958.993,1.004
49959.013,1.005
49959.033,1.001
49959.053,1.002
49959.073,1.004
49959.093,1.005
49959.113,1.005
49959.133,1.006
49959.153,1.004
49959.173,1.007
49959.193,1.002
49959.213,1.004
49959.233,1.004
49959.253,1.004
49959.273,1.005
49959.293,1.005
49959.313,1.007
49959.333,1.001
49959.353,1.006
49959.373,1.008
49959.393,1.003
49959.413,1.008
49959.433,1.006
49959.453,1.003
49959.473,1.007
49959.493,1.002
49959.513,1.004
49959.533,0.998
49959.553,1.004
49959.573,1.007
49959.593,1.002
49959.613,1.006
49959.633,1.001
49959.653,1.004
49959.673,1.007
49959.693,1.004
49959.713,1.008
49959.733,1.007
49959.753,1.004
49959.773,1.005
49959.793,1.004
49959.813,1.004
49959.833,1.003
49959.853,1.002
49959.873,1.004
49959.893,1.005
49959.913,1.003
49959.933,1.004
49959.953,1.006
49959.973,1.005
49959.993,1.006
49960.013,1.005
49960.033,1.005
49960.053,1.006
49960.073,1.001
49960.093,1.011
49960.113,1.001
49960.133,1.004
49960.153,1.003
49960.173,1.002
49960.193,1.008
49960.213,1.002
49960.233,1.006
49960.253,1.004
49960.273,0.999
49960.293,1.007
49960.313,1.007
49960.333,1.005
49960.353,1.007
49960.373,1.005
49960.393,1.002
49960.413,1.004
49960.433,1.003
49960.453,1.003
49960.473,1.005
49960.493,1.005
49960.513,1.004
49960.533,1.002
49960.553,1.004
49960.573,1.005
49960.593,1.002
49960.613,1.004
49960.633,1.004
49960.653,1.007
49960.673,1.007
49960.693,1.004
49960.713,1.006
49960.733,1.001
49960.753,1.010
49960.773,0.999
49960.793,1.005
49960.813,1.007
49960.833,1.000
49960.853,1.006
49960.873,1.005
49960.893,1.001
49960.913,1.009
49960.933,0.998
49960.953,1.003
49960.973,1.008
49960.993,0.999
49961.013,1.008
49961.033,1.006
49961.053,1.002
49961.073,1.011
49961.093,1.002
49961.113,1.005
49961.133,1.007
49961.153,1.003
49961.173,1.008
49961.193,1.004
49961.213,1.006
49961.233,1.006
49961.253,1.004
49961.273,1.006
49961.293,1.005
49961.313,1.007
49961.333,1.004
49961.353,1.001
49961.373,1.006
49961.393,1.005
49961.413,1.003
49961.433,1.006
49961.453,1.005
49961.473,1.004
49961.493,1.001
49961.513,1.008
49961.533,1.003
49961.553,1.002
49961.573,1.008
49961.593,1.005
49961.613,1.003
49961.633,1.007
49961.653,1.002
49961.673,1.004
49961.693,1.006
49961.713,1.002
49961.733,1.006
49961.753,1.004
49961.773,1.004
49961.793,1.002
49961.813,1.005
49961.833,1.004
49961.853,1.002
49961.873,1.004
49961.893,1.003
49961.913,1.004
49961.933,1.005
49961.953,1.004
49961.973,1.001
49961.993,1.006
49962.013,1.007
49962.033,1.006
49962.053,1.002
49962.073,1.002
49962.093,1.011
49962.113,0.999
49962.133,1.006
49962.153,1.008
49962.173,1.003
49962.193,1.003
49962.213,1.005
49962.233,1.003
49962.253,1.004
49962.273,1.006
49962.293,1.000
49962.313,1.001
49962.333,1.007
49962.353,1.003
49962.373,1.006
49962.393,1.004
49962.413,1.003
49962.433,1.008
49962.453,1.004
49962.473,1.004
49962.493,1.004
49962.513,1.006
49962.533,1.004
49962.553,1.003
49962.573,1.003
49962.593,1.005
49962.613,1.005
49962.633,1.006
49962.653,1.003
49962.673,1.005
49962.693,1.003
49962.713,1.007
49962.733,1.004
49962.753,1.004
49962.773,1.004
49962.793,1.006
49962.813,1.005
49962.833,1.004
49962.853,1.004
49962.873,1.004
49962.893,1.005
49962.913,1.004
49962.933,1.005
49962.953,1.003
49962.973,1.005
49962.993,1.005
49963.013,1.006
49963.033,1.003
49963.053,1.004
49963.073,1.005
49963.093,1.004
49963.113,1.004
49963.133,1.004
49963.153,1.006
49963.173,1.003
49963.193,1.004
49963.213,1.007
49963.233,1.004
49963.253,1.006
49963.273,1.004
49963.293,1.003
49963.313,1.008
49963.333,1.006
49963.353,1.006
49963.373,1.005
49963.393,1.004
49963.413,1.005
49963.433,1.005
49963.453,1.003
49963.473,1.005
49963.493,1.004
49963.513,1.005
49963.533,1.005
49963.553,1.004
49963.573,1.004
49963.593,1.006
49963.613,1.002
49963.633,1.005
49963.653,1.007
49963.673,1.007
49963.693,1.004
49963.713,1.003
49963.733,1.003
49963.753,1.006
49963.773,1.005
49963.793,1.004
49963.813,1.004
49963.833,1.006
49963.853,1.002
49963.873,1.006
49963.893,1.006
49963.913,1.006
49963.933,1.004
49963.953,1.004
49963.973,1.009
49963.993,1.005
49964.013,1.005
49964.033,1.003
49964.053,1.005
49964.073,1.001
49964.093,1.007
49964.113,1.004
49964.133,1.002
49964.153,1.002
49964.173,1.005
49964.193,1.003
49964.213,1.007
49964.233,1.006
49964.253,1.002
49964.273,1.003
49964.293,1.004
49964.313,1.003
49964.333,1.004
49964.353,1.006
49964.373,1.004
49964.393,1.006
49964.413,1.006
49964.433,1.004
49964.453,1.003
49964.473,1.002
49964.493,1.006
49964.513,1.005
49964.533,1.004
49964.553,1.005
49964.573,1.006
49964.593,1.004
49964.613,1.006
49964.633,1.007
49964.653,1.004
49964.673,1.002
49964.693,1.006
49964.713,1.006
49964.733,1.004
49964.753,1.005
49964.773,1.004
49964.793,1.005
49964.813,1.005
49964.833,1.002
49964.853,1.006
49964.873,1.006
49964.893,1.002
49964.913,1.006
49964.933,1.006
49964.953,1.002
49964.973,1.003
49964.993,1.007
49965.013,1.006
49965.033,1.002
49965.053,1.008
49965.073,1.004
49965.093,1.000
49965.113,1.005
49965.133,1.003
49965.153,1.004
49965.173,1.005
49965.193,1.004
49965.213,1.005
49965.233,1.005
49965.253,1.005
49965.273,1.005
49965.293,1.006
49965.313,1.006
49965.333,1.005
49965.353,1.006
49965.373,1.004
49965.393,1.005
49965.413,1.006
49965.433,1.003
49965.453,1.004
49965.473,1.002
49965.493,1.002
49965.513,1.005
49965.533,1.000
49965.553,1.006
49965.573,1.004
49965.593,1.008
49965.613,1.005
49965.633,1.004
49965.653,1.006
49965.673,1.004
49965.693,1.003
49965.713,1.007
49965.733,1.003
49965.753,1.005
49965.773,1.002
49965.793,1.005
49965.813,1.003
49965.833,1.000
49965.853,1.005
49965.873,1.004
49965.893,1.004
49965.913,1.004
49965.933,1.005
49965.953,1.003
49965.973,1.003
49965.993,1.006
49966.013,1.003
49966.033,1.005
49966.053,1.005
49966.073,1.004
49966.093,1.004
49966.113,1.004
49966.133,1.002
49966.153,1.005
49966.173,1.004
49966.193,1.005
49966.213,1.005
49966.233,1.004
49966.253,1.002
49966.273,1.004
49966.293,1.004
49966.313,1.007
49966.333,1.004
49966.353,1.004
49966.373,1.004
49966.393,1.003
49966.413,1.003
49966.433,1.004
49966.453,1.004
49966.473,1.003
49966.493,1.003
49966.513,1.006
49966.533,1.005
49966.553,1.004
49966.573,1.006
49966.593,1.002
49966.613,1.005
49966.633,1.005
49966.653,1.005
49966.673,1.007
49966.693,1.005
49966.713,1.004
49966.733,1.004
49966.753,1.003
49966.773,1.006
49966.793,1.004
49966.813,1.004
49966.833,1.006
49966.853,1.004
49966.873,1.007
49966.893,1.004
49966.913,1.004
49966.933,1.003
49966.953,1.003
49966.973,1.004
49966.993,1.003
49967.013,1.003
49967.033,1.006
49967.053,1.004
49967.073,1.006
49967.093,1.003
49967.113,1.002
49967.133,1.003
49967.153,1.005
49967.173,1.003
49967.193,1.004
49967.213,1.004
49967.233,1.003
49967.253,1.003
49967.273,1.004
49967.293,1.004
49967.313,1.003
49967.333,1.001
49967.353,1.005
49967.373,1.006
49967.393,1.005
49967.413,1.005
49967.433,1.005
49967.453,1.003
49967.473,1.002
49967.493,1.004
49967.513,1.004
49967.533,1.003
49967.553,1.005
49967.573,1.003
49967.593,1.004
49967.613,1.003
49967.633,1.006
49967.653,1.004
49967.673,1.004
49967.693,1.003
49967.713,1.005
49967.733,1.006
49967.753,1.002
49967.773,1.005
49967.793,1.004
49967.813,1.004
49967.833,1.006
49967.853,1.005
49967.873,1.004
49967.893,1.004
49967.913,1.003
49967.933,1.006
49967.953,1.004
49967.973,1.006
49967.993,1.007
49968.013,1.004
49968.033,1.005
49968.053,1.007
49968.073,1.006
49968.093,1.005
49968.113,1.003
49968.133,1.003
49968.153,1.003
49968.173,1.005
49968.193,1.007
49968.213,1.006
49968.233,1.004
49968.253,1.006
49968.273,1.005
49968.293,1.004
49968.313,1.005
49968.333,1.004
49968.353,1.006
49968.373,1.004
49968.393,1.006
49968.413,1.005
49968.433,1.004
49968.453,1.004
49968.473,1.006
49968.493,1.005
49968.513,1.002
49968.533,1.003
49968.553,1.003
49968.573,1.006
49968.593,1.003
49968.613,1.004
49968.633,1.004
49968.653,1.004
49968.673,1.006
49968.693,1.005
49968.713,1.004
49968.733,1.002
49968.753,1.005
49968.773,1.004
49968.793,1.004
49968.813,1.007
49968.833,1.004
49968.853,1.003
49968.873,1.004
49968.893,1.004
49968.913,1.006
49968.933,1.003
49968.953,1.005
49968.973,1.004
49968.993,1.005
49969.013,1.003
49969.033,1.006
49969.053,1.003
49969.073,1.003
49969.093,1.004
49969.113,1.003
49969.133,1.005
49969.153,1.004
49969.173,1.002
49969.193,1.004
49969.213,1.003
49969.233,1.006
49969.253,1.005
49969.273,1.002
49969.293,1.006
49969.313,1.004
49969.333,1.006
49969.353,1.005
49969.373,1.003
49969.393,1.003
49969.413,1.002
49969.433,1.005
49969.453,1.004
49969.473,1.002
49969.493,1.005
49969.513,1.003
49969.533,1.003
49969.553,1.007
49969.573,1.007
49969.593,1.003
49969.613,1.003
49969.633,1.005
49969.653,1.001
49969.673,1.003
49969.693,1.005
49969.713,1.003
49969.733,1.004
49969.753,1.003
49969.773,1.003
49969.793,1.003
49969.813,1.004
49969.833,1.007
49969.853,1.004
49969.873,1.003
50258.013,1.015
50258.033,0.988
50258.053,1.031
50258.073,1.018
50258.093,1.010
50258.113,1.035
50258.133,0.996
50258.153,1.003
50258.173,1.000
50258.193,0.995
50258.213,1.008
50258.233,0.999
50258.253,1.006
50258.273,0.993
50258.293,1.007
50258.313,1.005
50258.333,1.001
50258.353,1.009
50258.373,1.004
50258.393,1.006
50258.413,1.008
50258.433,1.003
50258.453,1.002
50258.473,1.000
50258.493,1.004
50258.513,1.006
50258.533,1.002
50258.553,1.004
50258.573,1.012
50258.593,1.003
50258.613,0.999
50258.633,1.014
50258.653,1.006
50258.673,1.006
50258.693,1.010
50258.713,0.998
50258.733,1.005
50258.753,1.007
50258.773,0.999
50258.793,1.009
50258.813,1.007
50258.833,1.002
50258.853,1.005
50258.873,1.008
50258.893,1.000
50258.913,1.003
50258.933,1.006
50258.953,1.001
50258.973,1.005
50258.993,1.004
50259.013,1.001
50259.033,1.009
50259.053,1.005
50259.073,1.001
50259.093,1.006
50259.113,1.007
50259.133,1.000
50259.153,1.003
50259.173,1.008
50259.193,1.001
50259.213,1.004
50259.233,1.006
50259.253,1.005
50259.273,1.007
50259.293,1.005
50259.313,1.003
50259.333,1.007
50259.353,1.008
50259.373,1.002
50259.393,1.006
50259.413,1.005
50259.433,1.003
50259.453,1.004
50259.473,1.004
50259.493,1.004
50259.513,1.003
50259.533,1.006
50259.553,1.002
50259.573,1.006
50259.593,1.003
50259.613,1.005
50259.633,1.007
50259.653,1.004
50259.673,1.007
50259.693,1.007
50259.713,1.005
50259.733,1.003
50259.753,1.004
50259.773,1.004
50259.793,1.006
50259.813,1.005
50259.833,1.005
50259.853,1.007
50259.873,1.003
50259.893,1.001
50259.913,1.004
50259.933,1.003
50259.953,1.003
50259.973,1.005
50259.993,1.004
50260.013,1.004
50260.033,1.003
50260.053,1.006
50260.073,1.005
50260.093,1.005
50260.113,1.005
50260.133,1.006
50260.153,1.004
50260.173,1.006
50260.193,1.002
50260.213,1.004
50260.233,1.006
50260.253,1.004
50260.273,1.006
50260.293,1.006
50260.313,1.004
50260.333,1.006
50260.353,1.006
50260.373,1.005
50260.393,1.005
50260.413,1.006
50260.433,1.003
50260.453,1.005
50260.473,1.006
50260.493,1.006
50260.513,1.003
50260.533,1.006
50260.553,1.005
50260.573,1.000
50260.593,1.005
50260.613,1.003
50260.633,1.005
50260.653,1.005
50260.673,1.003
50260.693,1.006
50260.713,1.003
50260.733,1.003
50260.753,1.002
50260.773,1.004
50260.793,1.006
50260.813,1.001
50260.833,1.005
50260.853,1.005
50260.873,1.005
50260.893,1.004
50260.913,1.003
50260.933,1.006
50260.953,1.003
50260.973,1.003
50260.993,1.002
50261.013,1.003
50261.033,1.005
50261.053,1.002
50261.073,1.007
50261.093,1.004
50261.113,1.002
50261.133,1.006
50261.153,1.004
50261.173,1.005
50261.193,1.004
50261.213,1.004
50261.233,1.004
50261.253,1.002
50261.273,1.003
50261.293,1.004
50261.313,1.005
50261.333,1.007
50261.353,1.006
50261.373,1.008
50261.393,1.003
50261.413,1.001
50261.433,1.004
50261.453,1.003
50261.473,1.005
50261.493,1.004
50261.513,1.004
50261.533,1.003
50261.553,1.004
50261.573,1.005
50261.593,1.006
50261.613,1.005
50261.633,1.006
50261.653,1.004
50261.673,1.004
50261.693,1.006
50261.713,1.007
50261.733,1.006
50261.753,1.006
50261.773,1.004
50261.793,1.003
50261.813,1.002
50261.833,1.003
50261.853,1.003
50261.873,1.004
50261.893,1.006
50261.913,1.005
50261.933,1.005
50261.953,1.004
50261.973,1.005
50261.993,1.006
50262.013,1.005
50262.033,1.006
50262.053,1.005
50262.073,1.003
50262.093,1.002
50262.113,1.002
50262.133,1.006
50262.153,1.007
50262.173,1.004
50262.193,1.005
50262.213,1.004
50262.233,1.001
50262.253,1.006
50262.273,1.005
50262.293,1.005
50262.313,1.002
50262.333,1.002
50262.353,1.005
50262.373,1.005
50262.393,1.006
50262.413,1.004
50262.433,1.002
50262.453,1.005
50262.473,1.001
50262.493,1.005
50262.513,1.003
50262.533,1.004
50262.553,1.007
50262.573,1.004
50262.593,1.006
50262.613,1.003
50262.633,1.004
50262.653,1.002
50262.673,1.003
50262.693,1.004
50262.713,1.003
50262.733,1.006
50262.753,1.005
50262.773,1.004
50262.793,1.005
50262.813,1.003
50262.833,1.004
50262.853,1.003
50262.873,1.006
50262.893,1.002
50262.913,1.004
50262.933,1.005
50262.953,1.007
50262.973,1.004
50262.993,1.030
50263.013,1.024
50263.033,0.977
50263.053,0.999
50263.073,0.991
50263.093,1.013
50263.113,1.010
50263.133,0.995
50263.153,1.010
50263.173,1.002
50263.193,1.002
50263.213,1.007
50263.233,1.002
50263.253,1.010
50263.273,1.002
50263.293,1.003
50263.313,1.005
50263.333,1.005
50263.353,0.976
50263.373,0.987
50263.393,1.017
50263.413,1.032
50263.433,1.029
50263.453,0.992
50263.473,1.022
50263.493,1.003
50263.513,1.013
50263.533,1.005
50263.553,1.005
50263.573,1.009
50263.593,1.002
50263.613,1.002
50263.633,1.001
50263.653,1.005
50263.673,1.003
50263.693,1.003
50263.713,1.002
50263.733,1.003
50263.753,1.006
50263.773,1.005
50263.793,1.007
50263.813,1.003
50263.833,1.007
50263.853,1.005
50263.873,1.002
50263.893,1.007
50263.913,1.007
50263.933,1.006
50263.953,1.004
50263.973,1.005
50263.993,1.005
50264.013,1.006
50264.033,1.005
50264.053,1.004
50264.073,1.009
50264.093,1.006
50264.113,1.005
50264.133,0.998
50264.153,1.005
50264.173,1.005
50264.193,0.998
50264.213,1.012
50264.233,1.001
50264.253,1.005
50264.273,1.006
50264.293,1.002
50264.313,1.009
50264.333,1.000
50264.353,1.004
50264.373,1.003
50264.393,1.006
50264.413,1.021
50264.433,0.999
50264.453,0.993
50264.473,1.010
50264.493,1.010
50264.513,1.010
50264.533,1.016
50264.553,1.008
50264.573,0.996
50264.593,1.012
50264.613,0.993
50264.633,1.008
50264.653,1.005
50264.673,1.000
50264.693,1.009
50264.713,0.993
50264.733,1.007
50264.753,1.000
50264.773,1.012
50264.793,1.010
50264.813,0.999
50264.833,1.011
50264.853,1.001
50264.873,1.004
50264.893,0.999
50264.913,1.009
50264.933,1.012
50264.953,1.000
50264.973,1.007
50264.993,0.999
50265.013,1.008
50265.033,1.001
50265.053,1.003
50265.073,1.008
50265.093,1.005
50265.113,1.001
50265.133,1.000
50265.153,1.004
50265.173,1.005
50265.193,1.003
50265.213,1.006
50265.233,1.005
50265.253,1.005
50265.273,1.002
50265.293,1.004
50265.313,1.004
50265.333,1.003
50265.353,1.005
50265.373,1.004
50265.393,1.002
50265.413,1.004
50265.433,1.002
50265.453,1.006
50265.473,1.008
50265.493,1.003
50265.513,1.000
50265.533,1.006
50265.553,1.003
50265.573,1.004
50265.593,1.006
50265.613,1.005
50265.633,1.007
50265.653,1.003
50265.673,1.002
50265.693,1.004
50265.713,1.003
50265.733,1.005
50265.753,1.009
50265.773,1.008
50265.793,1.003
50265.813,1.002
50265.833,1.005
50265.853,1.004
50265.873,1.004
50265.893,1.006
50265.913,1.004
50265.933,1.003
50265.953,1.004
50265.973,1.006
50265.993,1.006
50266.013,1.006
50266.033,1.007
50266.053,1.003
50266.073,1.006
50266.093,1.005
50266.113,1.002
50266.133,1.002
50266.153,1.005
50266.173,1.005
50266.193,1.004
50266.213,1.003
50266.233,1.003
50266.253,1.006
50266.273,1.005
50266.293,1.006
50266.313,1.002
50266.333,1.006
50266.353,1.006
50266.373,1.004
50266.393,1.006
50266.413,1.004
50266.433,1.007
50266.453,1.003
50266.473,1.005
50266.493,1.004
50266.513,1.006
50266.533,1.008
50266.553,1.005
50266.573,1.006
50266.593,1.004
50266.613,1.005
50266.633,1.005
50266.653,1.004
50266.673,1.001
50266.693,1.005
50266.713,1.004
50266.733,1.004
50266.753,1.006
50266.773,1.003
50266.793,1.006
50266.813,1.004
50266.833,1.004
50266.853,1.004
50266.873,1.004
50266.893,1.006
50266.913,1.004
50266.933,1.005
50266.953,1.005
50266.973,1.003
50266.993,1.003
50267.013,1.005
50267.033,1.004
50267.053,1.003
50267.073,1.006
50267.093,1.005
50267.113,1.005
50267.133,1.004
50267.153,1.004
50267.173,1.005
50267.193,1.006
50267.213,1.005
50267.233,1.004
